time [yyyy_doy],time [yyyy-mm-dd],global [Gt],uncertainty_global [Gt],301 [Gt],uncertainty_301 [Gt],302 [Gt],uncertainty_302 [Gt],303 [Gt],uncertainty_303 [Gt],304 [Gt],uncertainty_304 [Gt],305 [Gt],uncertainty_305 [Gt],306 [Gt],uncertainty_306 [Gt],307 [Gt],uncertainty_307 [Gt],308 [Gt],uncertainty_308 [Gt],309 [Gt],uncertainty_309 [Gt],310 [Gt],uncertainty_310 [Gt],311 [Gt],uncertainty_311 [Gt],312 [Gt],uncertainty_312 [Gt],313 [Gt],uncertainty_313 [Gt],314 [Gt],uncertainty_314 [Gt],315 [Gt],uncertainty_315 [Gt],316 [Gt],uncertainty_316 [Gt],317 [Gt],uncertainty_317 [Gt],318 [Gt],uncertainty_318 [Gt],319 [Gt],uncertainty_319 [Gt],320 [Gt],uncertainty_320 [Gt],321 [Gt],uncertainty_321 [Gt],322 [Gt],uncertainty_322 [Gt],323 [Gt],uncertainty_323 [Gt],324 [Gt],uncertainty_324 [Gt],325 [Gt],uncertainty_325 [Gt]
2022_075,2022-03-16,-1709.1582,26.4773,293.7648,5.3505,-49.3305,2.6472,68.2137,5.3479,23.9069,3.6169,199.3371,4.6591,107.6617,5.2883,116.7807,5.4139,149.5519,6.0167,44.4686,4.2895,34.4194,6.6698,-23.9746,6.1168,-376.9911,6.8953,67.5448,5.9339,-70.2097,3.8914,20.2279,3.2817,-31.8998,4.2432,-5.1544,3.0165,88.7263,2.7985,179.5813,3.6425,-662.8489,5.9327,-808.2609,6.3828,-563.5741,7.0725,-308.1151,7.0087,-46.2637,5.4918,-156.7208,6.7923
2022_106,2022-04-16,-1526.0862,27.3368,304.9992,5.5242,-52.7668,2.7331,86.4239,5.5215,44.0011,3.7343,201.0438,4.8103,118.2982,5.4599,122.4501,5.5896,139.4752,6.212,47.7099,4.4287,69.0027,6.8863,-3.3197,6.3153,-364.8261,7.1192,88.4934,6.1265,-56.4346,4.0177,35.0572,3.3882,-29.8199,4.381,0.564,3.1145,85.1926,2.8893,176.5269,3.7607,-670.6476,6.1253,-811.2386,6.59,-582.0306,7.3021,-298.4488,7.2362,-37.7708,5.67,-138.0209,7.0128
2022_136,2022-05-16,-1570.7004,26.4714,278.4427,5.3493,-49.5037,2.6466,87.6822,5.3467,41.7841,3.6161,208.6769,4.6581,103.2518,5.2871,148.2688,5.4126,128.3104,6.0153,43.9735,4.2885,58.396,6.6683,-20.3167,6.1154,-357.3606,6.8938,88.6794,5.9325,-50.0753,3.8905,36.4988,3.281,-25.9661,4.2423,16.5353,3.0159,88.8827,2.7978,174.3104,3.6416,-675.2094,5.9314,-837.0776,6.3814,-567.9722,7.0709,-309.6759,7.0071,-44.9015,5.4905,-136.3347,6.7908
2022_167,2022-06-16,-1591.1245,25.423,296.0796,5.1374,-44.7755,2.5418,72.7503,5.135,45.4672,3.4729,195.9776,4.4736,114.4534,5.0777,131.4816,5.1983,141.4886,5.7771,51.0188,4.1187,49.2142,6.4042,-14.6247,5.8732,-346.2084,6.6208,82.5461,5.6976,-58.5308,3.7364,24.0023,3.151,-19.8606,4.0743,6.2651,2.8964,88.6964,2.687,174.0084,3.4974,-684.85,5.6965,-829.9439,6.1287,-575.193,6.7909,-326.1441,6.7296,-31.1729,5.2731,-133.2701,6.5218
2022_197,2022-07-16,-1556.6778,25.5764,315.3767,5.1684,-50.8472,2.5571,74.3418,5.1659,28.6026,3.4938,200.7059,4.5006,120.1728,5.1083,128.6693,5.2296,127.4055,5.8119,45.0096,4.1435,62.8704,6.4428,-8.6505,5.9086,-346.3582,6.6607,94.4243,5.732,-66.669,3.759,28.7675,3.17,-12.2556,4.0988,3.3142,2.9139,99.4784,2.7032,177.398,3.5185,-669.8247,5.7308,-813.5828,6.1656,-598.6986,6.8318,-304.736,6.7702,-41.9944,5.3049,-149.5976,6.5612
2022_228,2022-08-16,-1450.7207,27.1544,329.6513,5.4873,-49.2846,2.7149,76.9918,5.4847,27.2049,3.7094,207.6403,4.7783,115.1284,5.4235,136.2049,5.5523,103.3596,6.1705,32.6051,4.3992,75.926,6.8403,15.2668,6.2732,-327.9812,7.0717,81.8626,6.0856,-70.5783,3.9909,36.8648,3.3656,-17.9791,4.3517,4.4438,3.0937,94.67,2.87,187.6006,3.7356,-679.4156,6.0844,-793.5159,6.546,-610.0972,7.2533,-277.5324,7.1879,-22.844,5.6322,-126.9132,6.966
2022_258,2022-09-15,-1382.1503,27.545,323.072,5.5662,-39.7518,2.7539,74.658,5.5636,40.95,3.7628,193.7405,4.847,109.1695,5.5015,141.2903,5.6322,118.6215,6.2593,45.7209,4.4624,93.6059,6.9387,24.3342,6.3634,-308.5164,7.1734,99.2443,6.1732,-75.2557,4.0483,27.9431,3.414,-16.2011,4.4143,2.329,3.1382,105.7001,2.9113,172.2407,3.7893,-685.6744,6.1719,-796.0461,6.6402,-602.5409,7.3577,-292.4211,7.2913,-17.1257,5.7132,-121.2373,7.0662
2022_289,2022-10-16,-1349.9506,28.6631,296.9329,5.7922,-30.0374,2.8657,81.1395,5.7894,34.9028,3.9155,198.076,5.0437,91.0884,5.7248,146.228,5.8608,134.9461,6.5134,57.2575,4.6436,88.8878,7.2204,26.4534,6.6217,-289.0311,7.4646,133.049,6.4237,-67.7325,4.2126,14.2445,3.5526,-6.889,4.5935,0.8242,3.2656,115.8453,3.0295,156.5515,3.9432,-673.6933,6.4225,-840.8928,6.9097,-562.3352,7.6564,-327.1926,7.5873,-15.8754,5.9451,-112.6982,7.353
2022_320,2022-11-16,-1398.5908,27.2298,297.7835,5.5026,-35.8551,2.7224,64.3954,5.4999,40.1413,3.7197,187.9737,4.7915,122.1576,5.4386,129.0613,5.5677,159.8126,6.1877,69.837,4.4114,63.3602,6.8593,41.2168,6.2906,-294.4268,7.0913,134.3267,6.1025,-56.5804,4.002,25.6435,3.375,-13.2777,4.3638,5.8328,3.1023,97.7412,2.878,169.8174,3.746,-715.6032,6.1013,-856.425,6.5642,-575.053,7.2735,-330.1069,7.2079,-24.8908,5.6478,-105.4727,6.9854
2022_350,2022-12-16,-1366.2952,28.9464,325.712,5.8494,-42.6182,2.894,73.2738,5.8466,49.1148,3.9542,186.8618,5.0936,120.2528,5.7814,156.7682,5.9187,115.9173,6.5777,57.2573,4.6895,90.5375,7.2917,34.5433,6.6872,-295.3741,7.5383,129.2914,6.4872,-47.5418,4.2542,41.3189,3.5877,-11.2002,4.6389,14.7569,3.2978,99.9607,3.0594,177.8994,3.9821,-708.7407,6.4859,-849.1793,6.978,-613.3295,7.732,-312.4101,7.6623,-33.159,6.0039,-126.2084,7.4257
2023_016,2023-01-16,-1661.9646,29.8523,308.5894,6.0325,-58.6094,2.9846,47.7918,6.0296,29.9683,4.078,174.6254,5.253,93.3402,5.9624,142.7528,6.1039,118.0343,6.7836,32.5854,4.8362,68.3933,7.5199,19.7823,6.8965,-314.6655,7.7743,135.343,6.6903,-62.1483,4.3874,27.5109,3.7,-18.8224,4.7841,-3.3333,3.4011,99.4923,3.1552,174.2206,4.1068,-727.7714,6.6889,-848.0303,7.1964,-613.7687,7.974,-319.0869,7.9021,-45.2258,6.1918,-122.9324,7.6581
2023_046,2023-02-15,-1724.3689,31.1093,310.8202,6.2865,-62.5674,3.1103,45.2399,6.2835,25.2957,4.2497,180.7226,5.4742,83.4651,6.2134,145.4536,6.361,130.7555,7.0692,40.3466,5.0399,77.7705,7.8366,2.3194,7.1868,-313.4581,8.1016,139.7871,6.972,-63.9821,4.5721,15.6801,3.8558,-30.3909,4.9855,-8.5901,3.5443,98.9392,3.288,160.4767,4.2797,-732.1647,6.9706,-860.8793,7.4994,-618.8201,8.3098,-327.3513,8.2348,-42.0016,6.4525,-121.2354,7.9806
2023_075,2023-03-16,-1604.6333,29.0802,309.3366,5.8765,-47.0825,2.9074,60.1933,5.8736,29.0126,3.9725,169.9498,5.1171,109.3305,5.8081,134.3024,5.9461,148.6455,6.6081,63.4686,4.7112,94.428,7.3254,3.7336,6.7181,-292.7907,7.5732,154.0616,6.5172,-54.7253,4.2739,24.9103,3.6043,-39.1755,4.6604,-2.4058,3.3131,105.1661,3.0736,151.923,4.0005,-732.5324,6.5159,-883.2577,7.0103,-608.9943,7.7678,-346.5668,7.6977,-32.6504,6.0316,-122.9138,7.46
2023_106,2023-04-16,-1387.4905,32.0453,329.0078,6.4757,-43.4493,3.2038,83.0713,6.4725,47.1088,4.3775,197.7083,5.6389,103.2608,6.4004,167.5205,6.5523,161.4793,7.2819,81.2432,5.1915,70.2377,8.0724,25.1905,7.4031,-283.6647,8.3454,190.4978,7.1817,-57.7242,4.7097,28.5044,3.9718,-18.6455,5.1355,9.1501,3.6509,104.4699,3.387,161.3193,4.4084,-741.7166,7.1803,-882.6137,7.7251,-630.6904,8.5598,-351.0691,8.4826,-32.887,6.6466,-104.7997,8.2207
2023_136,2023-05-16,-1442.3774,27.0484,322.0849,5.4659,-46.8627,2.7043,70.8695,5.4633,57.7983,3.6949,194.2789,4.7596,102.6033,5.4023,172.0973,5.5306,134.7274,6.1464,55.7773,4.382,93.5878,6.8136,24.3255,6.2487,-296.104,7.0441,190.2456,6.0619,-43.8889,3.9753,23.3457,3.3525,-18.4498,4.3348,6.9599,3.0816,105.5142,2.8588,168.8802,3.721,-748.4766,6.0607,-888.2507,6.5205,-631.1851,7.225,-358.3823,7.1599,-29.5961,5.6102,-104.2772,6.9388
2023_167,2023-06-16,-1308.6261,26.6086,376.0248,5.377,-52.0994,2.6603,82.4034,5.3744,62.5399,3.6349,181.8773,4.6822,118.8202,5.3145,159.1247,5.4407,146.1709,6.0465,55.0145,4.3107,87.2114,6.7028,24.0455,6.1471,-293.8198,6.9295,174.9063,5.9633,-42.7682,3.9107,37.8799,3.298,-13.5171,4.2643,15.4631,3.0315,92.0124,2.8123,186.9208,3.6605,-740.1972,5.9621,-869.2676,6.4145,-692.3883,7.1076,-304.6617,7.0435,-17.1319,5.519,-83.1898,6.826
2023_197,2023-07-16,-1342.624,28.6581,353.327,5.7912,-53.0582,2.8652,86.3023,5.7884,58.8637,3.9148,195.9936,5.0429,108.0969,5.7239,153.7005,5.8598,160.7463,6.5122,55.5924,4.6428,77.5714,7.2191,28.7163,6.6206,-319.3703,7.4633,184.3298,6.4226,-35.8404,4.2119,27.5706,3.552,-12.8249,4.5927,-1.9302,3.265,108.2511,3.029,182.4014,3.9425,-741.9933,6.4214,-884.9048,6.9085,-654.7718,7.655,-302.4248,7.586,-23.7483,5.9441,-93.2203,7.3517
2023_228,2023-08-16,-1498.0419,27.1058,331.7123,5.4775,-42.3662,2.71,80.1337,5.4749,66.9206,3.7028,186.5839,4.7697,92.3095,5.4138,180.4613,5.5424,153.4234,6.1595,57.1176,4.3913,88.0613,6.8281,-0.1885,6.262,-317.1636,7.059,179.9891,6.0747,-46.8357,3.9837,17.1091,3.3596,-27.101,4.344,-0.6951,3.0882,116.1796,2.8649,162.2007,3.7289,-759.5352,6.0735,-890.6966,6.5343,-652.3707,7.2404,-346.2048,7.1751,-24.0441,5.6221,-103.0426,6.9535
2023_258,2023-09-15,-1412.5698,30.975,314.8406,6.2594,-41.2812,3.0968,83.6489,6.2564,70.3343,4.2313,195.0076,5.4506,106.793,6.1866,181.0608,6.3335,166.9309,7.0387,56.2575,5.0181,81.9466,7.8028,20.7115,7.1558,-320.1633,8.0666,194.7867,6.9419,-33.3739,4.5524,26.7965,3.8392,-14.4036,4.964,10.5588,3.529,112.0171,3.2738,182.0249,4.2612,-761.0261,6.9405,-917.0511,7.4671,-648.9116,8.2739,-350.533,8.1993,-28.0327,6.4246,-101.509,7.9461
2023_289,2023-10-16,-1433.1431,30.6725,330.031,6.1983,-40.0106,3.0666,96.0788,6.1953,74.7835,4.19,200.7139,5.3973,114.6741,6.1262,165.3751,6.2717,167.9262,6.97,62.6885,4.9691,57.6904,7.7266,25.3635,7.0859,-330.5326,7.9879,167.9078,6.8741,-22.3739,4.5079,33.8101,3.8017,-16.033,4.9155,18.634,3.4945,109.7435,3.2419,201.5413,4.2196,-757.4672,6.8727,-923.3587,7.3941,-656.5152,8.1931,-362.9051,8.1192,-31.2318,6.3619,-119.6768,7.8685
2023_320,2023-11-16,-1733.448,30.4287,347.4872,6.149,-52.6995,3.0422,88.6944,6.146,68.4308,4.1567,212.9632,5.3544,96.6229,6.0775,156.8563,6.2218,140.1303,6.9146,37.3477,4.9296,53.4177,7.6651,6.934,7.0296,-377.6611,7.9244,150.0652,6.8194,-55.4538,4.4721,28.776,3.7715,-28.1688,4.8765,0.7699,3.4667,105.2955,3.2161,202.997,4.186,-766.0055,6.8181,-933.2639,7.3354,-657.3751,8.128,-358.8774,8.0546,-59.3383,6.3113,-141.3928,7.8059
2023_350,2023-12-16,-1722.793,28.6514,343.5317,5.7898,-44.1984,2.8645,99.1184,5.787,62.1386,3.9139,216.3012,5.0417,89.2014,5.7225,153.7478,5.8584,135.2287,6.5107,37.5474,4.6417,64.3069,7.2174,17.9835,6.619,-387.29,7.4615,153.9839,6.4211,-62.0933,4.2109,26.77,3.5512,-16.2646,4.5916,0.6167,3.2642,105.2699,3.0283,202.5903,3.9415,-794.7116,6.4198,-922.9357,6.9069,-659.5379,7.6532,-366.0074,7.5842,-46.2749,5.9427,-131.8155,7.35
2024_016,2024-01-16,-1955.1902,30.2537,326.0006,6.1136,-46.2461,3.0247,77.3959,6.1107,70.0893,4.1328,192.9497,5.3236,84.6995,6.0425,147.6814,6.186,132.3605,6.8748,36.8198,4.9013,76.6608,7.6211,-0.9292,6.9892,-407.4188,7.8788,144.8439,6.7802,-65.3302,4.4464,21.4732,3.7498,-37.6508,4.8484,-7.865,3.4468,109.5188,3.1976,183.8116,4.162,-804.6969,6.7789,-937.6503,7.2932,-654.8558,8.0812,-393.0376,8.0083,-49.3814,6.275,-154.4335,7.7611
2024_046,2024-02-15,-1936.7251,27.2154,300.9501,5.4996,-47.0328,2.721,80.2841,5.497,75.2801,3.7177,202.1402,4.789,101.0266,5.4357,164.6131,5.5648,147.0222,6.1844,51.3528,4.409,70.9318,6.8557,8.5947,6.2873,-402.2052,7.0875,142.9479,6.0993,-55.9501,3.9998,30.5097,3.3732,-33.0688,4.3615,-6.6365,3.1006,110.8499,2.8765,173.4343,3.744,-804.4056,6.0981,-983.6049,6.5607,-628.9349,7.2696,-414.6019,7.2041,-68.1773,5.6448,-152.0447,6.9816
2024_076,2024-03-16,-1818.2028,26.2693,309.5768,5.3085,-50.2298,2.6264,100.892,5.3059,71.5342,3.5885,212.2184,4.6225,108.8071,5.2467,185.711,5.3713,144.9715,5.9694,54.1255,4.2558,48.0726,6.6174,26.9837,6.0687,-409.048,6.8412,174.2234,5.8873,-49.2745,3.8608,21.3953,3.2559,-12.93,4.2099,1.6467,2.9928,116.5886,2.7765,184.0304,3.6138,-806.1954,5.8861,-985.4002,6.3327,-655.6003,7.0169,-402.9617,6.9536,-59.1636,5.4486,-148.1763,6.7389
2024_106,2024-04-15,-1569.027,26.6933,344.3267,5.3942,-35.1021,2.6688,126.866,5.3915,80.9603,3.6464,215.7505,4.6971,108.9936,5.3314,192.1322,5.458,156.3587,6.0658,71.4276,4.3245,34.5804,6.7242,39.6682,6.1667,-383.9937,6.9516,160.5679,5.9823,-47.6319,3.9231,26.8418,3.3085,-7.7895,4.2779,16.5212,3.0412,119.8003,2.8213,230.683,3.6722,-803.5783,5.9811,-975.3488,6.4349,-675.0972,7.1302,-396.1771,7.0659,-38.2759,5.5366,-131.5109,6.8477
2024_137,2024-05-16,-1643.2244,28.9025,354.9659,5.8406,-35.8183,2.8896,138.7859,5.8377,79.7343,3.9482,200.9116,5.0859,119.5122,5.7727,148.2312,5.9097,153.6775,6.5678,60.6659,4.6824,59.8028,7.2807,25.2604,6.677,-416.9878,7.5269,143.5752,6.4774,-61.8086,4.2478,23.4152,3.5823,-16.4982,4.6319,8.256,3.2928,121.2133,3.0548,231.3531,3.9761,-806.3368,6.4761,-950.8206,6.9674,-698.7467,7.7203,-383.9586,7.6507,-10.1229,5.9948,-131.4866,7.4144
2024_168,2024-06-16,-1798.9536,26.289,332.869,5.3124,-48.7772,2.6283,112.8322,5.3099,76.431,3.5912,203.2852,4.626,78.5846,5.2507,181.4441,5.3753,138.2574,5.9739,39.0719,4.259,80.6711,6.6223,16.941,6.0733,-419.8763,6.8463,124.2376,5.8917,-58.1372,3.8637,10.715,3.2584,-41.5869,4.213,-8.5332,2.9951,136.0788,2.7786,222.8939,3.6166,-775.9181,5.8905,-964.3363,6.3374,-684.9312,7.0222,-377.2408,6.9589,-33.3204,5.4527,-140.6087,6.744
2024_198,2024-07-16,-1533.2547,26.5028,339.9382,5.3556,-34.6139,2.6497,131.2958,5.3531,89.3707,3.6204,211.0831,4.6636,122.7077,5.2934,191.4741,5.4191,165.8651,6.0225,56.3291,4.2936,64.607,6.6762,44.8194,6.1227,-407.6976,6.902,184.4643,5.9396,-57.0869,3.8951,16.9816,3.2849,-26.1049,4.2473,-0.006,3.0194,139.226,2.8012,221.9657,3.646,-773.9261,5.9384,-961.5486,6.389,-681.1072,7.0793,-380.5398,7.0155,-32.4776,5.497,-158.274,6.7988
2024_229,2024-08-16,-1415.3003,28.1023,332.1009,5.6789,-42.0983,2.8096,131.5216,5.6761,85.6639,3.8389,228.8724,4.9451,162.934,5.6128,195.2262,5.7461,175.4436,6.3859,55.6982,4.5527,48.4114,7.0791,75.6194,6.4922,-392.9693,7.3185,197.7452,6.2981,-43.004,4.1302,41.6996,3.4831,-13.4978,4.5037,18.6594,3.2017,135.5362,2.9702,222.9836,3.866,-757.2904,6.2968,-985.8253,6.7746,-693.207,7.5066,-381.3176,7.4389,-53.2465,5.8288,-160.9599,7.2092
2024_260,2024-09-16,-1489.8178,32.8477,334.5339,6.6378,-29.335,3.2841,128.5114,6.6346,85.7373,4.4871,230.3454,5.7801,160.3512,6.5606,189.7637,6.7164,162.9361,7.4643,59.3634,5.3215,42.7426,8.2745,46.0486,7.5884,-405.7085,8.5543,187.4313,7.3616,-51.0745,4.8276,32.6543,4.0713,-8.4353,5.2641,5.7852,3.7423,138.377,3.4718,226.882,4.5188,-769.4421,7.3601,-988.4958,7.9185,-692.6685,8.7741,-392.8872,8.695,-38.3244,6.813,-144.9099,8.4265
2024_290,2024-10-16,-1558.3124,31.007,360.7525,6.2659,-38.5561,3.1,133.6025,6.2628,74.2669,4.2357,238.9635,5.4562,125.4994,6.193,212.4672,6.3401,130.8261,7.046,43.8305,5.0233,79.5675,7.8108,51.8643,7.1632,-412.8824,8.075,173.0368,6.949,-54.0482,4.5571,30.191,3.8431,-9.6866,4.9692,12.7578,3.5326,122.4912,3.2772,254.33,4.2656,-792.0705,6.9477,-989.7893,7.4748,-718.7441,8.2825,-374.7592,8.2077,-56.5755,6.4313,-155.6476,7.9543
2024_320,2024-11-15,-1696.3919,27.0272,376.6739,5.4616,-34.848,2.7022,127.4483,5.459,82.9639,3.692,231.9064,4.7559,131.4355,5.3981,191.858,5.5263,140.0384,6.1416,44.9382,4.3786,80.1051,6.8083,43.2147,6.2438,-448.2259,7.0386,169.016,6.0571,-66.5765,3.9722,19.0146,3.3499,-19.9632,4.3314,4.7645,3.0792,125.9034,2.8566,240.8253,3.7181,-817.0639,6.0559,-976.913,6.5154,-744.2125,7.2194,-383.0067,7.1543,-54.99,5.6058,-160.6984,6.9334
2024_351,2024-12-16,-1880.8783,26.5925,332.0266,5.3738,-34.9936,2.6587,99.1838,5.3712,88.8399,3.6327,205.1003,4.6794,143.7887,5.3113,174.5219,5.4374,160.0572,6.0429,52.3608,4.3082,68.4963,6.6988,27.65,6.1434,-451.3203,6.9253,147.8509,5.9597,-55.6902,3.9083,25.1802,3.296,-35.7321,4.2617,-5.3975,3.0297,135.3049,2.8107,223.304,3.6583,-798.9804,5.9585,-1029.2409,6.4106,-686.6322,7.1033,-414.5895,7.0392,-82.7425,5.5157,-169.2244,6.8219
